1 0
0.999848 0.0174524
0.999391 0.0348995
0.99863 0.052336
0.997564 0.0697565
0.996195 0.0871558
0.994522 0.104529
1.46722 0.311868
1.4713 0.339676
1.44574 0.360464
1.46821 0.393405
1.42267 0.407943
1.46315 0.447329
1.39805 0.454255
1.4561 0.501375
1.37195 0.49935
1.44705 0.555471
1.34442 0.54318
1.43599 0.609541
1.31551 0.585701
1.4229 0.663511
1.28528 0.626871
1.40779 0.717305
1.25379 0.66665
1.39065 0.770848
1.2211 0.705
1.37147 0.824061
1.22873 0.860365
1.22162 0.887556
1.18997 0.896705
1.19778 0.935806
1.15018 0.931395
1.17205 0.983465
1.10942 0.964407
1.14444 1.03046
1.06778 0.995718
1.11498 1.07672
1.0253 1.02531
1.08367 1.12217
0.982077 1.05315
1.05053 1.16674
0.938164 1.07924
1.0156 1.21035
0.893635 1.10355
0.978901 1.25294
0.78287 1.16065
0.767941 1.18253
0.736587 1.17879
0.731354 1.21718
0.689999 1.19512
0.693277 1.25071
0.643175 1.20964
0.653746 1.28305
0.596184 1.22236
0.612796 1.31415
0.549094 1.23329
0.570467 1.34394
0.501972 1.24243
0.5268 1.37236
0.454886 1.24979
0.441019 1.53802
0.416698 1.55514
0.384655 1.54277
0.36442 1.57848
0.3285 1.54547
0.311018 1.60005
0.272627 1.54615
0.256552 1.61981
0.217109 1.54482
0.201083 1.6377
0.162018 1.54151
0.144677 1.65368
0.0226873 1.2998
-8.81899e-007 1.31
-0.0225145 1.2898
-0.0460682 1.3192
-0.0669909 1.27825
-0.092777 1.32676
-0.110689 1.26517
-0.140069 1.33266
-0.153556 1.25061
-0.187885 1.33686
-0.353451 1.66285
-0.384668 1.66617
-0.408849 1.6398
-0.44517 1.66139
-0.463072 1.61492
-0.505804 1.65441
-0.51606 1.58826
-0.56649 1.6452
-0.957659 2.63114
-0.394206 1.02694
-0.824136 2.0398
-0.742391 1.74896
-1.01684 2.28386
-0.507143 1.08757
-0.920581 1.88747
-0.817184 1.60381
-1.26758 2.38396
-0.630254 1.13701
-1.2 2.07846
-0.824062 1.37147
-1.53677 2.45934
-0.54464 0.83867
-1.28615 1.90679
-0.975081 1.39256
-1.52824 2.10344
-0.842542 1.11809
-1.23132 1.57602
-0.943982 1.16572
-1.79981 2.14492
-0.787272 0.905651
-1.40518 1.5606
-1.2958 1.38957
-1.66718 1.72641
-1.13137 1.13137
-1.94222 1.87558
-0.950761 0.886597
-1.48629 1.33826
-0.75471 0.656058
-1.91511 1.60697
-1.39886 1.13278
-2.28523 1.78542
-1.11809 0.84254
-1.77984 1.29313
-1.39256 0.975078
-2.1555 1.4539
-0.922538 0.599102
-1.95051 1.21881
-1.28575 0.772556
-1.79014 0.188149
-2.59011 0.226602
-1.39659 0.0976572
-2.19699 0.115136
-1.09933 0.038388
-2.89956 0.0506081
-1.7 -2.2889e-006
-2.49962 -0.0436344
-1.29921 -0.0453711
-2.09712 -0.109908
-1.89537 -0.13254
-2.68973 -0.235324
-1.49178 -0.156795
-2.28286 -0.280303
-1.18832 -0.167009
-2.76553 -0.43802
-1.57569 -0.277839
-2.3559 -0.457945
-0.978147 -0.207913
-1.94874 -0.449905
-2.42574 -0.604808
-1.64207 -0.439995
-2.01865 -0.578841
-1.2432 -0.380085
-2.66296 -0.865252
-1.79648 -0.618582
-2.25526 -0.820852
-1.40037 -0.537554
-1.85437 -0.749216
-1.01255 -0.429806
-1.64438 -0.732128
-2.3564 -1.09881
-1.25831 -0.613722
-1.96021 -0.998782
-0.882947 -0.469473
-2.44893 -1.35747
-1.38564 -0.800002
-2.0572 -1.23609
-1.01766 -0.635905
-1.67734 -1.08928
-1.16582 -1.86571
-0.927066 -1.5429
-1.3 -2.25167
-0.678731 -1.22447
-0.93894 -1.7659
-0.726382 -1.42561
-1.22743 -2.51663
-0.50714 -1.08757
-0.976164 -2.19251
-0.390729 -0.920506
-0.711749 -1.76165
-0.967589 -2.52067
-0.513028 -1.40954
-0.748803 -2.17469
-0.339917 -1.04616
-0.847873 -2.77329
-0.46858 -1.63415
-0.647043 -2.41482
-0.314496 -1.26139
-0.472393 -2.04618
-0.519775 -2.44537
-0.324372 -1.66877
-0.364657 -2.0681
-0.203362 -1.284
-0.389679 -2.77275
-0.231548 -1.88584
-0.250864 -2.38685
-0.130731 -1.49429
-0.139509 -1.99513
-0.0575674 -1.09849
-0.0628155 -1.7989
-0.045371 -2.5996
2.82746e-006 -1.4
0.0383998 -2.19966
0.0349015 -0.999391
0.146546 -2.79616
0.111614 -1.5961
0.209179 -2.39087
0.125437 -1.19343
0.243743 -1.98509
0.320103 -2.27762
0.297229 -1.87661
0.468856 -2.65898
0.286217 -1.47244
0.436619 -2.05411
0.247448 -1.07181
0.701579 -2.81386
0.439996 -1.64207
0.689099 -2.40315
0.380086 -1.2432
0.49443 -1.52169
0.781368 -2.26924
0.410427 -1.12763
1.00344 -2.61402
0.674296 -1.66893
0.859613 -2.02511
0.569434 -1.27896
1.09881 -2.3564
0.438373 -0.898793
0.907985 -1.78201
